Al Amal Station_Urban Station_RCRC AIR Quality Monitoring Network.,,,,,,,,,,,,,,,,,,,
Dates ,ADA_08 - 08_AP mbar      ,ADA_08 - 08_AT degreC    ,ADA_08 - 08_BENZ ppb       ,ADA_08 - 08_CO ppm       ,ADA_08 - 08_EBEN ppb       ,ADA_08 - 08_MPXY ppb       ,ADA_08 - 08_NO ppb       ,ADA_08 - 08_NO2 ppb       ,ADA_08 - 08_NOX ppb       ,ADA_08 - 08_03 ppb       ,ADA_08 - 08_OXYL ppb       ,ADA_08 - 08_PM10 ug/m3     ,ADA_08 - 08_PM25 ug/m3     ,ADA_08 - 08_RH %         ,ADA_08 - 08_SO2 ppb       ,ADA_08 - 08_SR W/m2      ,ADA_08 - 08_TOLU ppb       ,ADA_08 - 08_WD degre     ,ADA_08 - 08_WS m/s       
14/10/2024 21:00,975.2,31.18,9.99,1.39,13.82,31.71,126.3,66.4,192.7,2.2,14.67,114.7,23.9,11.28,8.9,0,44.18,86.5,0.57
14/10/2024 22:00,975.2,30.15,7.07,1.15,11.42,26.53,101.8,59.5,161.3,2.27,11.38,126,23.7,12.05,5.7,0,33.12,95.8,0.52
14/10/2024 23:00,975.2,29.78,6.85,1.06,7.75,20.13,100.6,57.5,158.1,2.07,8.29,133.2,31.9,12.61,6.8,0,31.11,96.4,0.7
14/10/2024 24:00,975.4,28.9,4.02,0.54,5.95,15.85,19.7,46.1,65.9,3.05,5.57,141.9,34.3,15.53,5.3,0,19.37,87.4,0.64
15/10/2024 01:00,975.4,28.83,2.73,0.36,3.03,9.31,2.7,30.3,33,14.24,3.47,100.2,24.4,18.77,6.9,0,11.32,119.7,0.87
15/10/2024 02:00,975.3,28.14,2.44,0.26,0.89,2.93,1.8,24,25.8,18.34,1.02,90.5,28.9,19.55,7.5,0,5.16,134.1,1.06
15/10/2024 03:00,975.4,27.62,1.52,0.21,0.51,1.66,3,19.9,22.9,23.58,0.57,96.2,25.1,20.52,2.8,0,3.37,114.6,1.01
15/10/2024 04:00,975.6,26.92,1.48,0.23,0.64,2.16,5.1,23.3,28.5,18.85,0.74,95.4,35.5,21.24,5.7,0,4.22,123.3,0.92
15/10/2024 05:00,975.8,26.58,1.02,0.31,0.38,1.28,4.7,25.4,30.1,17.53,0.45,88.8,31.3,21.62,4.9,0,2.81,135.5,0.91
15/10/2024 06:00,976.4,25.86,2.46,0.52,0.77,2.53,11.3,36.7,48,9.26,0.91,86.9,27.7,24.71,2.1,0.6,5.82,131,0.71
15/10/2024 07:00,976.8,25.24,4.3,0.91,1.77,5.83,84.1,47.4,131.5,4.17,2.16,73.2,28.4,26.46,3,34.9,11.19,84.1,0.38
15/10/2024 08:00,977.1,27.02,7.09,0.73,4.32,12.24,31.2,36,67.3,15.8,4.82,144.5,35.3,26.48,4.7,89.6,18.71,137.6,0.71
15/10/2024 09:00,977.6,28.82,2.61,0.53,1.02,3.55,7.8,25.1,32.9,31.19,1.17,131.4,41.3,27.01,3.5,143.8,7.21,168.4,0.8
15/10/2024 10:00,977.7,30.71,2.6,0.47,1.15,3.76,6.7,25,31.6,36.23,1.4,147.1,44.9,24.25,3.2,385.9,7.88,154.3,1.17
15/10/2024 11:00,977.4,32.71,2.63,0.45,1.97,5.81,6.8,23.9,30.6,38.89,2.1,125.5,38.2,19.36,3.8,853.6,11.26,152.2,1.18
15/10/2024 12:00,976.8,33.93,1.97,0.37,0.98,3.18,4.9,17.5,22.3,43.31,1.15,105.7,36.9,14.56,4.6,989.1,6.9,130.4,1.04
15/10/2024 13:00,976.1,35.42,1.79,0.32,0.61,1.9,4.6,14.7,19.3,44.78,0.7,82.9,32.5,11.44,3.6,964.9,5.37,120.7,0.9
15/10/2024 14:00,975.6,35.88,1.41,0.22,0.67,1.92,3.9,13.8,17.7,48.58,0.7,81.8,31.8,10.09,3,838.6,4.23,96.8,0.6
15/10/2024 15:00,975.3,36.02,1.16,0.22,0.75,1.99,3.2,16,19.2,44.24,0.72,66.6,23.2,9.85,5.2,643.7,3.71,84.3,0.63
15/10/2024 16:00,975.4,35.54,0.82,0.2,0.77,2.11,2.1,12.2,14.3,47.67,0.74,67.4,29.6,9.78,3.7,391.5,3.19,85.7,0.79
15/10/2024 17:00,975.6,34.48,0.92,0.27,0.41,1.19,1.2,12.9,14,44.5,0.43,49.9,26.1,10.66,1.7,140.2,2.76,65.7,0.74
15/10/2024 18:00,975.9,33.02,1.63,0.46,0.55,1.79,3.5,36.9,40.4,21.55,0.64,45.5,22.4,11.66,1.2,6.5,4.34,84.8,0.63
15/10/2024 19:00,976.2,31.76,4.88,0.83,7.13,18.31,29.5,59.4,88.8,3.83,7.23,54.8,23.2,12.84,2.7,0,24.21,71.1,0.41
15/10/2024 20:00,976.9,31.57,4.9,0.74,4.82,13.02,28,56.4,84.4,3.53,4.97,68.2,17.5,13.09,3.7,0,18.32,69.1,0.8
15/10/2024 21:00,977.3,31.35,3.37,0.4,2.8,8.17,19.8,50.1,69.9,3.71,2.89,88.9,22.5,12.29,3.4,0,10.87,77.9,1.19
15/10/2024 22:00,977.5,30.28,2.63,0.39,3.75,10.33,17.9,48.6,66.5,3.28,3.4,89.8,21.1,13.02,3.2,0,10.63,84.1,1.11
15/10/2024 23:00,977.5,29.29,2.35,0.4,2.8,8.18,12.3,48,60.3,4.84,2.97,87.5,24,12.91,3.8,0,9.6,94.2,0.82
15/10/2024 24:00,977.2,28.49,2.65,0.37,3.57,10.85,24.5,53.4,78,3.91,4.04,100.1,21.9,13.45,4.5,0,12.01,78.1,0.93
16/10/2024 01:00,976.9,27.49,2.04,0.46,4.07,11.94,10.2,56.1,66.4,3.67,4.26,101.1,26.3,15.18,4.8,0,12.49,81.4,0.65
16/10/2024 02:00,976.7,26.38,1.79,0.39,2.57,8.06,7,53.3,60.3,6.31,2.96,101.2,24.7,16.72,3.8,0,8.27,84.6,0.53
16/10/2024 03:00,976.7,25.49,2.02,0.38,2.64,8.45,6.7,54.3,61,5.7,3.07,117,32.7,18.33,2.3,0,9.8,73.2,0.44
16/10/2024 04:00,976.8,25.19,1.67,0.44,3.5,10.8,8.7,53.9,62.7,4.19,3.91,111.9,28.3,19.72,3,0,13.13,89.6,0.4
16/10/2024 05:00,977,26.13,3.21,0.53,2.39,7.19,2.8,33.6,36.4,15.41,2.6,108.4,33.7,21.51,5.7,0,10.06,138.3,0.54
16/10/2024 06:00,977.4,25.55,3.9,0.63,1.07,3.31,4.3,38.5,42.8,9.44,1.2,96,28.6,23.01,2.7,0.8,6.88,117.6,0.48
16/10/2024 07:00,977.8,25.55,4.25,0.87,1.49,5.39,30,45,74.9,4.26,2.09,92.1,31.8,24.01,2.9,32.3,11.15,112.1,0.44
16/10/2024 08:00,978,27.4,4.77,0.82,1.85,6.28,21.4,37.8,59.1,13.53,2.29,305.2,33.9,26.4,3.4,86.2,12.85,147,0.57
16/10/2024 09:00,978.4,29.16,3,0.65,1.06,3.56,6.1,23,29.1,32.41,1.3,1036.8,71,29.25,0.9,130.9,7.48,137.2,0.73
16/10/2024 10:00,978.5,31.45,2.27,0.6,0.97,3.23,7.4,23,30.4,34.3,1.14,617.6,60.2,23.44,1.5,383.3,6.81,165.8,0.83
16/10/2024 11:00,978.3,32.8,2.21,0.55,1.13,3.81,5,16.7,21.7,44.09,1.42,377,56.9,18.55,2.1,847.2,8.29,163.1,0.83
16/10/2024 12:00,977.7,33.83,,,,,,,,,,256.8,45.4,14.59,,963.7,,101.9,0.69
16/10/2024 13:00,977,34.75,,0.49,,,3.2,15.3,18.5,,,382.9,42.6,13.08,3.2,923.2,,80.3,1.02
16/10/2024 14:00,976.3,35.61,17.3,0.36,10.01,16.4,,,,,7.92,329.9,41.7,11.12,2.6,834.2,15.3,66.3,0.86
16/10/2024 15:00,975.9,35.85,0.84,,0.27,0.81,2.1,8.1,10.1,45.9,0.29,245.1,35.7,9.9,,650.6,2.22,45,1.15
16/10/2024 16:00,975.7,35.28,0.72,0.29,0.36,1.05,1.7,9.3,11.1,48.02,0.38,254.7,297.6,9.99,0.2,396.8,1.89,51.3,1.1
16/10/2024 17:00,975.7,34.35,0.87,0.37,0.38,1.16,1.1,14.7,15.8,42.53,0.41,177.9,30.2,9.88,-0.4,137.8,2.35,57.5,0.93
16/10/2024 18:00,976.1,33.29,1.81,0.55,0.54,1.91,2.8,31.6,34.4,26.67,0.71,119.8,20.4,9.73,-0.2,6.1,5.03,62,1.18
16/10/2024 19:00,976.7,32.46,2.75,0.64,0.98,3.4,11.8,46,57.8,13.17,1.23,96.8,27.2,10.1,0.4,0,7.42,64,0.98
16/10/2024 20:00,977.2,31.64,3.52,0.65,1.15,4.05,9.5,48.1,57.6,8.6,1.47,113.1,21.6,10.09,1.5,0,9.42,61.5,1.11
16/10/2024 21:00,977.6,30.59,7.36,0.52,1.75,6.12,12.6,50.9,63.5,6.41,2.26,90,9.2,10.82,1.1,0,22.02,65.4,0.86
16/10/2024 22:00,977.6,29.77,3.07,0.48,1.17,4.14,5.8,41.1,46.9,12.35,1.41,99.9,22.6,11.94,0.9,0,9.35,61.3,1.01
16/10/2024 23:00,977.5,28.34,3.54,0.7,1.15,3.99,31.1,51.3,82.3,2.89,1.46,101.3,15.2,13.45,1.2,0,9.73,68.4,0.57
16/10/2024 24:00,977.4,27.98,3.5,0.52,2.12,6.53,23.7,50.3,74,3.4,2.29,100.1,17.5,13.2,1.3,0,12.02,102.3,0.57
17/10/2024 01:00,977.1,26.29,2.42,0.6,2.92,8.87,64.3,53.5,117.9,2.11,3.3,82.9,12.9,14.93,3.3,0,11.41,75,0.38
17/10/2024 02:00,976.9,25.62,4.32,0.75,5.67,12.68,113.6,57.6,171.2,2.11,4.15,94.3,26.7,16.24,4.2,0,15.04,101.4,0.39
17/10/2024 03:00,976.6,25.48,4.19,0.55,4.3,11,28.9,50.9,79.8,3.45,3.69,119.8,26.7,16.71,6.3,0,13.1,81.8,0.43
17/10/2024 04:00,976.4,23.99,4.13,0.69,6.98,18.42,85.4,55.3,140.7,2.58,7.19,108.2,34.2,19.05,11.7,0,23.98,67.6,0.35
17/10/2024 05:00,976.6,23.29,5.24,0.77,10.85,23.01,110,58.3,168.4,2.64,7.63,132.3,33.5,20.35,13.4,0,21.05,80.3,0.23
17/10/2024 06:00,977,24.06,5.68,0.92,8.33,17.96,53.9,48.8,102.7,3.4,4.35,162.3,47,19.35,8.7,1.2,18.64,130,0.38
17/10/2024 07:00,977.4,24.84,6.66,1.21,3.56,11.07,75.8,48.9,124.7,3.17,4.52,128.5,36.5,19.53,5.8,31,20.54,155.6,0.33
17/10/2024 08:00,977.8,27.68,4.87,0.71,2.6,8.36,15.7,33.2,48.9,12.08,3.06,126.2,38.7,14.89,4.7,83.5,14.96,148.7,0.65
17/10/2024 09:00,978.2,29.43,3.01,0.5,1.6,5.07,11.6,28.2,39.8,22.68,1.78,113.1,35.6,14.36,4.4,132.3,9.24,165.4,0.99
17/10/2024 10:00,978.1,31.92,2.55,0.42,1.75,5.3,8.2,20.3,28.4,32.7,1.86,112.2,46.3,12.77,3.4,384.4,9.96,180.8,0.68
17/10/2024 11:00,977.7,33.24,1.78,0.37,1.08,3.47,5.7,15.9,21.5,39.04,1.24,155.6,42.7,10.75,3.1,848.8,7.82,182.9,0.66
17/10/2024 12:00,977,34.04,1.5,0.31,1.04,3.2,4.3,13.8,18,44.11,1.21,123.6,36,8.78,3.3,975.7,6.86,119.9,1.01
17/10/2024 13:00,976.3,34.87,1.38,0.34,0.72,2.2,4,12.1,16.1,45.73,0.81,104.8,25.7,7.4,2.4,931.1,5.76,108.2,0.69
17/10/2024 14:00,975.6,35.51,1.44,0.27,0.66,1.97,2.7,10.2,12.9,51.29,0.7,65.7,22.3,6.36,2.2,842.8,5.41,79.7,0.55
17/10/2024 15:00,975.1,35.91,1.13,0.32,0.67,1.74,2.6,15,17.6,50.57,0.66,48.9,15.6,6.05,2.1,648.3,4.46,105,0.33
17/10/2024 16:00,974.9,35.35,1.25,0.38,0.95,2.51,2.6,17.5,20.1,45.41,0.92,42.4,19.5,6.45,3,393,4.5,49.4,0.49
17/10/2024 17:00,974.9,34.02,1.32,0.4,0.79,2.19,2.1,21.8,23.9,38.02,0.79,48.2,14.1,7.03,3.5,139.9,4.27,39,0.45
17/10/2024 18:00,975.1,31.6,2.24,0.59,0.95,2.93,3.5,39.8,43.3,18.82,1.05,75.2,16.6,8.09,3.1,5.6,7.9,60.3,0.42
17/10/2024 19:00,975.4,30.63,5.21,1.28,3.14,9.32,91.3,65.8,157.1,3.31,3.59,109.5,17.2,8.67,4.9,0,18.39,93.5,0.47
17/10/2024 20:00,975.8,29.87,8.26,1.81,13.99,33.14,220.8,77.9,298.7,2.7,15.07,101.9,27.1,9.41,6.4,0,39.22,91.1,0.5
17/10/2024 21:00,976,28.88,9.64,1.95,16.83,39.2,228.3,77.7,306,2.59,17.83,149.6,27.9,10.43,9.7,0,47.47,79,0.36
17/10/2024 22:00,976,27.94,12.89,2.79,16.73,39.33,356.3,86.1,442.4,2.81,17.42,187.6,38.2,11.87,11,0,57.78,62.4,0.33
17/10/2024 23:00,976,27.7,12.89,3,16.38,38.61,310,81.6,391.6,2.53,17.04,213.1,49.8,13.01,9.2,0,52.92,119,0.33
17/10/2024 24:00,975.8,27.23,12.75,2.87,9.84,24.62,296.6,79.3,376,2.75,9.96,209.4,49.8,13.92,6.2,0,37.56,124.2,0.33
18/10/2024 01:00,975.5,27.34,12.76,1.32,12.16,29.51,198.3,76.1,274.4,2.16,12.32,186.9,58.9,13.21,6.9,0,42.42,92.7,0.73
18/10/2024 02:00,975,27.44,4.43,0.52,7.69,19.38,46.6,63.3,109.9,2.68,7.87,215.2,57.7,12.04,14.7,0,21.99,104.7,0.67
18/10/2024 03:00,974.8,27.27,3.81,0.38,3.81,10.22,7.4,46,53.3,9.59,3.78,168.1,51.9,13.02,9.3,0,10.7,135.9,0.89
18/10/2024 04:00,974.9,26.26,7.45,0.44,2.06,5.85,10.7,46.6,57.2,5.59,2.18,147.9,44.7,14.34,3.4,0,10.42,145.4,0.94
18/10/2024 05:00,975.2,25.86,6.49,0.38,1.46,3.96,1.8,33.4,35.2,16.51,1.43,118.9,45.7,16.55,1,0,7.74,134.9,0.67
18/10/2024 06:00,975.7,25.51,2.6,0.31,0.95,3.15,0.9,27.5,28.4,22.34,1.1,108.3,41.8,18.79,0.3,0.7,6.36,157,0.47
18/10/2024 07:00,976,24.58,2.08,0.38,0.95,3.19,9.3,31.4,40.7,18.03,1.1,95.5,37.9,24.64,1.7,33.9,6.02,89.3,0.34
18/10/2024 08:00,976.3,26.95,4.01,0.53,2.24,7.13,26.6,44.4,71,10.39,2.69,89.7,34.8,22.76,3.2,90.8,12.88,195.6,0.3
18/10/2024 09:00,976.5,30.01,2.58,0.37,1.24,4.33,8.4,26.7,35.1,31.42,1.5,105.6,41.1,17.41,3.5,131.3,8.52,202.2,0.76
18/10/2024 10:00,976.6,32.09,1.31,0.26,0.6,2.08,4.3,15.1,19.4,44.63,0.72,110.1,42.2,14.26,4.8,390.3,4.49,222.2,1.05
18/10/2024 11:00,976.3,33.38,1.22,0.2,0.49,1.66,2.1,7.8,9.9,55.08,0.57,83.8,39.6,11.5,5.1,825.2,3.94,223.4,1.13
18/10/2024 12:00,975.6,34.47,1.3,0.21,0.62,2.35,2.6,7.4,10,57.69,0.85,78.9,32.7,10.03,3.5,949.7,5.45,235.9,1.08
18/10/2024 13:00,975.1,35.13,1.21,0.17,0.42,1.42,2.4,8,10.3,60.59,0.51,69.6,33.2,9.38,2.4,865.7,3.48,241.4,1.11
18/10/2024 14:00,974.6,35.61,1.25,0.1,0.37,1.18,2.4,8.9,11.3,63.55,0.44,71.8,37.1,8.74,1,809.9,3.48,237.4,0.63
18/10/2024 15:00,974.2,36.36,1.02,0.1,0.24,0.75,6,14.7,20.7,57.62,0.29,75.6,38.7,7.78,0.4,637.2,2.43,274.5,0.7
18/10/2024 16:00,974.1,36.26,1.1,0.13,0.23,0.77,1.8,12.8,14.6,55.25,0.3,53.9,27.1,7.71,0,399.7,2.9,299.9,0.62
18/10/2024 17:00,974.1,34.86,1.08,0.2,0.23,0.74,2.3,15.8,18.1,49.28,0.29,48.1,20.2,8.53,-0.2,144.3,2.74,292.8,0.39
18/10/2024 18:00,974.5,32.58,1.51,0.32,0.43,1.4,1.8,29.2,31,35.14,0.51,41.6,14.9,9.47,-0.4,5.9,4.04,359.3,0.28
18/10/2024 19:00,974.8,30.87,4.56,0.91,1.54,5.1,24.8,63.3,88,5.15,1.92,52.8,10.7,10.89,0.5,0,13.54,82.4,0.32
18/10/2024 20:00,975.3,30.47,6.02,1.42,2.88,9.27,110.2,73,183.2,2.89,3.68,70.1,8,11.66,2,0,20.24,103.7,0.41
18/10/2024 21:00,975.5,30.54,8.49,1.3,7.98,20.7,78.1,67.4,145.5,3.05,8.58,104.3,31.4,12.59,4.3,0,30.96,134,0.59
18/10/2024 22:00,975.5,30.31,7.32,0.89,5.49,15.11,31.8,52.4,84.3,2.74,5.97,139.7,36.9,13.8,3.2,0,25.49,147.7,0.78
18/10/2024 23:00,975.6,29.71,5.03,0.65,2.76,9.01,14.5,48.7,63.2,3.98,3.19,162.2,37.1,16.13,1.8,0,15.75,141.6,0.88
18/10/2024 24:00,975.6,29.3,3.69,0.61,1.4,5.06,8.6,45.1,53.7,5.99,1.84,162.8,39.6,17.64,1.7,0,10.42,138.8,0.79
19/10/2024 01:00,975.3,28.6,3.57,0.5,1.38,4.87,4,34.4,38.4,13.04,1.67,153.3,30.8,18.71,3.5,0,10.28,135.7,0.77
19/10/2024 02:00,975.2,27.46,2.9,0.62,1.16,4.1,14.6,43,57.6,6.05,1.44,118.6,33.2,20.94,3,0,8.7,113.9,0.51
19/10/2024 03:00,975.4,27.37,5.67,0.47,2.84,8.77,9.2,40.4,49.6,8.17,3.33,101,34.9,21.45,0.9,0,15.24,124,0.47
19/10/2024 04:00,975.7,27.17,3.58,0.35,1.08,3.61,3.8,37.3,41.1,12.69,1.27,93.6,29.6,21.83,0.7,0,7.72,125.2,0.6
19/10/2024 05:00,975.9,26.75,3,0.37,0.93,3,3.8,37.8,41.6,10.7,1.05,87.6,38,22.87,0.9,0,6.14,143.5,0.59
19/10/2024 06:00,976.4,26.12,3.05,0.55,1.02,3.56,7.4,42.7,50.1,5.55,1.31,91.4,35.5,24.71,0.8,0.5,8,139.3,0.4
19/10/2024 07:00,976.8,25.87,5.31,0.82,2.36,7.99,37,46.4,83.4,2.95,3.16,98.3,36.3,26.71,1.8,31.1,15.78,100.9,0.4
19/10/2024 08:00,977.2,27.93,5.49,0.61,2.89,9.36,25.2,36,61.2,9.48,3.79,104,37.2,25.47,3.5,84.4,16.9,127.6,0.66
19/10/2024 09:00,977.5,29.78,2.79,0.48,1.08,3.71,14.1,25.8,39.9,17.17,1.31,108.5,38,25.23,2.5,121.7,7.79,146.7,1.1
19/10/2024 10:00,977.5,31.7,2.61,0.52,1.16,3.9,11.4,24.2,35.6,21.71,1.44,110.9,32.4,23.38,2.4,339.6,8.16,148.4,0.92
19/10/2024 11:00,977.1,32.82,3.93,0.48,1.14,3.5,9.8,22.5,32.3,25.92,1.23,101.4,32.2,21.85,2.3,827.7,7.95,133.9,1
19/10/2024 12:00,976.6,33.9,2.64,0.38,1,3.12,6.3,17.4,23.8,35.07,1.15,94.2,35.8,19.77,2.4,956.1,7.34,137,1.41
19/10/2024 13:00,976.1,35.57,1.74,0.35,0.62,2.05,4,12.5,16.5,41.64,0.77,75.6,25.8,14.31,2.4,834.4,5.45,117.5,0.92
19/10/2024 14:00,975.7,36.18,1.4,0.18,0.69,2.19,2.8,9,11.9,44.07,0.78,78.2,20.4,10.25,1.8,824.1,5.83,92.6,0.83
19/10/2024 15:00,975.4,36.3,1.18,0.3,0.65,1.86,3.3,12.3,15.7,41.67,0.66,56.5,19.4,9.29,2.3,628.7,4.07,96.8,1.07
19/10/2024 16:00,975.5,36.12,1.08,0.22,0.58,1.65,2.6,13.3,15.9,41.08,0.58,62.4,17.7,9.59,2.8,379.8,3.55,71.6,0.6
19/10/2024 17:00,975.7,34.8,1.4,0.32,0.84,2.58,3.4,21.4,24.8,32.62,0.89,77.1,15.6,10.57,1.6,128.6,5.22,83.8,0.85
19/10/2024 18:00,976,33.39,2.47,0.52,1.44,4.58,13.9,47.4,61.3,10.99,1.66,56,19.9,11.47,1.9,4.6,9.55,78.3,0.79
19/10/2024 19:00,976.4,32.48,4.78,1.17,8.12,20.69,97.3,62.4,159.8,2.6,8.59,72.4,27.3,12.76,3.5,0,28.76,93.2,0.77
19/10/2024 20:00,976.8,32.06,8.03,1.37,12.55,30.12,91.1,60,151.1,2.44,13.31,120.6,24,13.71,6.1,0,43.6,109.1,0.67
19/10/2024 21:00,976.9,31.28,8.9,1.57,8.59,21.94,106.7,57,163.7,2.2,8.51,127.8,25,14.35,7.4,0,33.93,145.8,0.47
19/10/2024 22:00,977.2,29.84,8.51,1.29,7.48,19.17,146.6,61.1,207.7,2.53,8.07,137,33.3,16.41,8.8,0,38.26,81.6,0.56
19/10/2024 23:00,977.4,28.94,4.86,0.75,9.56,23.25,52,49.4,101.4,2.45,9.82,149.9,34.2,16.88,7.5,0,32.32,89.6,0.64
19/10/2024 24:00,977.4,28.04,3.88,0.59,9.06,22,41.9,44.9,86.9,2.22,8.55,128.3,30.6,18.27,7,0,23.01,79.4,0.54
20/10/2024 01:00,977.3,26.79,3.79,0.48,8.04,19.64,45.8,43.1,88.8,1.95,7.5,112.6,41.8,21.15,4.5,0,22.45,70,0.44
20/10/2024 02:00,977,27.57,4.38,0.52,6.46,17.21,27.4,37.7,65.1,3.78,6.05,103.6,35.9,21.5,5.2,0,18.42,118.6,0.62
20/10/2024 03:00,976.8,28.03,3.51,0.34,1.65,5.35,15.4,35.4,50.8,4.3,1.9,103.7,29.1,20.41,6.4,0,8.48,141.2,0.82
20/10/2024 04:00,976.9,27.33,3.91,0.34,1.38,4.52,12.8,33.6,46.4,3.94,1.61,58.3,35.4,20.4,1.5,0,8.46,155.4,0.52
20/10/2024 05:00,977,26.65,2.61,0.27,1.03,3.31,7.2,33.2,40.4,4.2,1.15,88.4,24.8,21.64,0.2,0,6.22,133.3,0.56
20/10/2024 06:00,977.2,26.11,2.82,0.57,1.46,4.59,24.7,37.8,62.4,3.12,1.66,100.8,33.4,23.96,-0.4,0.5,8.16,138.6,0.32
20/10/2024 07:00,977.7,25.51,6.13,1.77,2.74,9.02,146,47.6,193.6,2.32,3.59,93.1,24.3,28.56,0.5,31.2,17.28,83.3,0.23
20/10/2024 08:00,977.9,28.16,12.15,1.69,7.34,19.85,136.6,52.4,188.9,4.1,8.26,134.8,24.4,24.62,2.3,82.2,37.15,113,0.43
20/10/2024 09:00,978.3,30.64,4.23,0.48,2.41,8.13,15.8,29.3,45.1,17.61,3.17,138.5,37.6,20.15,1.6,127.4,13.78,155.6,0.88
20/10/2024 10:00,978.4,32.74,2.59,0.39,1.46,5.05,11.7,25.8,37.5,21.59,1.69,154.9,31.5,18.07,1.4,340.2,10.17,157.3,0.77
20/10/2024 11:00,978,33.96,2.45,0.33,1.38,4.26,9,21.8,30.7,29.32,1.47,128.2,27.8,15.09,1.7,814.8,8.34,165.4,0.71
20/10/2024 12:00,977.4,35.17,2.43,0.28,1.09,3.23,7.5,17.9,25.4,31.55,1.18,102.8,25.5,11.89,1.8,942.6,6.71,141.8,0.92
20/10/2024 13:00,976.9,36.13,1.87,0.31,0.99,2.98,6.7,14.9,21.5,35.87,1.09,83.4,24.3,9.97,1.5,803.2,6.38,120.1,0.7
20/10/2024 14:00,976.5,36.74,1.5,0.16,0.79,2.2,3.5,13.1,16.6,43.5,0.8,54.9,17,9.1,0.7,792.7,5.09,92.1,0.67
20/10/2024 15:00,976.3,37,1.45,0.3,0.68,1.54,2.9,15.1,18,49.99,0.59,58.3,20.4,8.98,0.9,601.8,3.89,72,0.5
20/10/2024 16:00,976.3,36.4,1.35,0.29,0.63,1.36,1.8,16.1,17.9,52.13,0.53,69,14.6,9.64,0.5,349.2,3.26,56.1,0.77
20/10/2024 17:00,976.4,35.26,1.63,0.26,0.83,2.52,1.8,21.2,23,40.33,0.89,69.2,18.8,10.39,0.5,118.5,4.67,63.2,0.71
20/10/2024 18:00,976.6,33.77,1.79,0.42,0.87,2.78,6.4,35.5,41.8,20.34,0.96,61.3,20.3,11.89,0.7,4.8,5.46,79.1,0.63
20/10/2024 19:00,976.9,32.82,4.61,1.09,8.59,21.53,69.6,58.8,128.4,2.76,8.87,70.4,17.7,14.71,1.5,0,29.47,97.6,0.7
20/10/2024 20:00,977.3,31.92,7.14,1.34,12.94,30.26,87.7,59.3,146.9,2.64,12.42,85.7,20.1,16.75,3,0,41.72,110.8,0.45
20/10/2024 21:00,977.6,30.6,6.48,1.47,11.54,28.09,167.1,62.5,229.6,1.9,12.24,108.7,25.7,19.37,3.7,0,38.53,74.9,0.54
20/10/2024 22:00,977.8,30.45,6.74,0.94,11.36,26.77,98.3,52.8,151.1,2.25,11.52,136.7,26.3,19.52,3.7,0,29.84,99.7,0.63
20/10/2024 23:00,977.9,30.93,5.11,0.67,6.99,17.94,30.4,43.2,73.6,2.48,7.15,139.9,30.5,18.65,6,0,20.99,114,0.7
20/10/2024 24:00,977.7,30.31,4.45,0.5,3.29,9.76,18.8,38,56.8,3.24,3.67,133.7,35.3,19.69,9.5,0,12.94,138.7,0.74
21/10/2024 01:00,977.6,28.45,4.04,0.5,2.58,7.84,52.6,40.8,93.4,3.24,2.93,92.7,27.4,22.82,3.8,0,11.03,72.9,0.43
21/10/2024 02:00,977.5,26.92,5.06,0.42,4.51,11.06,58.1,40.8,98.9,2.36,4.01,85.4,31.9,25.49,3.9,0,12.38,72.1,0.38
21/10/2024 03:00,977.4,26.47,4.63,0.43,4.84,11.56,92.7,44.6,137.3,2.51,2.84,100.3,22.3,27.09,0.9,0,11.36,66.6,0.35
21/10/2024 04:00,977.3,26.01,4.82,0.51,4.65,11.15,101.4,45.9,147.3,2.47,2.83,116.1,25.1,29.37,0.7,0,12.29,68.3,0.31
21/10/2024 05:00,977.3,25.6,3.79,0.48,5.84,13.28,120.6,46.1,166.7,2.09,3.77,141.3,32.2,32.13,0.3,0,13.61,78.3,0.37
21/10/2024 06:00,977.6,25.61,4.08,0.78,6.95,16.77,120.9,46.7,167.7,1.99,5.58,144.2,23.2,33.41,-0.1,0.2,19.7,58.7,0.41
21/10/2024 07:00,978.3,25.44,4.8,0.57,4.26,11.55,38.4,40.4,78.8,3.04,3.62,138.8,34.9,26.94,3.7,30.8,16.46,19.6,0.64
21/10/2024 08:00,978.8,26.08,3.13,0.66,1.5,5.32,49.6,39.8,89.4,4.11,1.87,183.9,36.5,25.99,5.6,88.2,8.9,346.1,0.5
21/10/2024 09:00,979,27.7,3.09,0.42,1.3,4.46,20.7,31.6,52.3,12.29,1.59,203.2,26.2,30.93,2.5,136.3,7.86,60.9,0.98
21/10/2024 10:00,979,29.76,1.87,0.26,1.04,3.29,8.7,23.5,32.2,26.24,1.14,194.3,49.1,30.15,1.4,345.6,5.21,50,0.84
21/10/2024 11:00,978.5,30.96,1.62,0.26,0.82,2.43,4.9,21.6,26.5,43.95,0.87,168.4,48,30,0.7,765.7,4.08,48.8,0.78
21/10/2024 12:00,977.9,32.01,1.6,0.25,0.9,2.32,3.1,20.5,23.6,58.45,0.84,175.3,40.1,28.51,0.5,864.4,3.77,47.2,0.92
21/10/2024 13:00,977,33.1,1.65,0.34,0.83,2.01,2.5,19.2,21.6,70.33,0.77,150.2,39.9,26.23,0.4,725,3.67,80.8,0.77
